"go_id","go_name","root_node"
"GO:0008361","regulation of cell size","biological_process"
"GO:0009825","multidimensional cell growth","biological_process"
"GO:0009932","cell tip growth","biological_process"
"GO:0010160","formation of animal organ boundary","biological_process"
"GO:0010315","auxin efflux","biological_process"
"GO:0010540","basipetal auxin transport","biological_process"
"GO:0010541","acropetal auxin transport","biological_process"
"GO:0023014","signal transduction by protein phosphorylation","biological_process"
"GO:0032147","activation of protein kinase activity","biological_process"
"GO:0043481","anthocyanin accumulation in tissues in response to UV light","biological_process"
"GO:0048443","stamen development","biological_process"
"GO:0090691","formation of plant organ boundary","biological_process"
"GO:0010329","auxin efflux transmembrane transporter activity","molecular_function"
"GO:0010086","embryonic root morphogenesis","biological_process"
"GO:0040008","regulation of growth","biological_process"
"GO:0048510","regulation of timing of transition from vegetative to reproductive phase","biological_process"
"GO:0048653","anther development","biological_process"
"GO:0000003","reproduction","biological_process"
"GO:0043086","negative regulation of catalytic activity","biological_process"
"GO:0045490","pectin catabolic process","biological_process"
"GO:0004857","enzyme inhibitor activity","molecular_function"
"GO:0030599","pectinesterase activity","molecular_function"
"GO:0045330","aspartyl esterase activity","molecular_function"
"GO:0000418","RNA polymerase IV complex","cellular_component"
"GO:0000419","RNA polymerase V complex","cellular_component"
"GO:0005720","nuclear heterochromatin","cellular_component"
"GO:0005736","RNA polymerase I complex","cellular_component"
"GO:0001054","RNA polymerase I activity","molecular_function"
"GO:0032549","ribonucleoside binding","molecular_function"
"GO:0030422","production of siRNA involved in RNA interference","biological_process"
"GO:0050776","regulation of immune response","biological_process"
"GO:0032774","RNA biosynthetic process","biological_process"
"GO:0004765","shikimate kinase activity","molecular_function"
"GO:0009423","chorismate biosynthetic process","biological_process"
"GO:0019632","shikimate metabolic process","biological_process"
"GO:0005507","copper ion binding","molecular_function"
"GO:0052716","hydroquinone:oxygen oxidoreductase activity","molecular_function"
"GO:0046274","lignin catabolic process","biological_process"
"GO:0009765","photosynthesis, light harvesting","biological_process"
"GO:0071486","cellular response to high light intensity","biological_process"
"GO:0071492","cellular response to UV-A","biological_process"
"GO:0071160","cyanophycin synthetase activity (L-aspartate-adding)","molecular_function"
"GO:0071161","cyanophycin synthetase activity (L-arginine-adding)","molecular_function"
"GO:0016849","phosphorus-oxygen lyase activity","molecular_function"
"GO:0019028","viral capsid","cellular_component"
"GO:0032541","cortical endoplasmic reticulum","cellular_component"
"GO:0009658","chloroplast organization","biological_process"
"GO:0010274","hydrotropism","biological_process"
"GO:0047183","anthocyanin 5-aromatic acyltransferase activity","molecular_function"
"GO:0047634","agmatine N4-coumaroyltransferase activity","molecular_function"
"GO:0050736","O-malonyltransferase activity","molecular_function"
"GO:0009636","response to toxic substance","biological_process"
"GO:0000993","RNA polymerase II complex binding","molecular_function"
"GO:0016591","RNA polymerase II, holoenzyme","cellular_component"
"GO:0007062","sister chromatid cohesion","biological_process"
"GO:0007129","synapsis","biological_process"
"GO:0032204","regulation of telomere maintenance","biological_process"
"GO:0032504","multicellular organism reproduction","biological_process"
"GO:0042138","meiotic DNA double-strand break formation","biological_process"
"GO:0043247","telomere maintenance in response to DNA damage","biological_process"
"GO:0070940","dephosphorylation of RNA polymerase II C-terminal domain","biological_process"
"GO:0010150","leaf senescence","biological_process"
"GO:0002831","regulation of response to biotic stimulus","biological_process"
"GO:0006984","ER-nucleus signaling pathway","biological_process"
"GO:0009410","response to xenobiotic stimulus","biological_process"
"GO:0009581","detection of external stimulus","biological_process"
"GO:0009626","plant-type hypersensitive response","biological_process"
"GO:0009697","salicylic acid biosynthetic process","biological_process"
"GO:0009862","systemic acquired resistance, salicylic acid mediated signaling pathway","biological_process"
"GO:0010043","response to zinc ion","biological_process"
"GO:0010167","response to nitrate","biological_process"
"GO:0010310","regulation of hydrogen peroxide metabolic process","biological_process"
"GO:0015706","nitrate transport","biological_process"
"GO:0016045","detection of bacterium","biological_process"
"GO:0030968","endoplasmic reticulum unfolded protein response","biological_process"
"GO:0043900","regulation of multi-organism process","biological_process"
"GO:0003727","single-stranded RNA binding","molecular_function"
"GO:0010052","guard cell differentiation","biological_process"
"GO:0042255","ribosome assembly","biological_process"
"GO:0048730","epidermis morphogenesis","biological_process"
"GO:2000122","negative regulation of stomatal complex development","biological_process"
"GO:0097035","regulation of membrane lipid distribution","biological_process"
"GO:0031305","integral component of mitochondrial inner membrane","cellular_component"
"GO:0098800","inner mitochondrial membrane protein complex","cellular_component"
"GO:1901612","cardiolipin binding","molecular_function"
"GO:0015377","cation:chloride symporter activity","molecular_function"
"GO:0003962","cystathionine gamma-synthase activity","molecular_function"
"GO:0004123","cystathionine gamma-lyase activity","molecular_function"
"GO:0030170","pyridoxal phosphate binding","molecular_function"
"GO:0044540","L-cystine L-cysteine-lyase (deaminating)","molecular_function"
"GO:0080146","L-cysteine desulfhydrase activity","molecular_function"
"GO:0009092","homoserine metabolic process","biological_process"
"GO:0050667","homocysteine metabolic process","biological_process"
"GO:0071266","'de novo' L-methionine biosynthetic process","biological_process"
"GO:0000149","SNARE binding","molecular_function"
"GO:0005484","SNAP receptor activity","molecular_function"
"GO:0031201","SNARE complex","cellular_component"
"GO:0006906","vesicle fusion","biological_process"
"GO:0048278","vesicle docking","biological_process"
"GO:0047262","polygalacturonate 4-alpha-galacturonosyltransferase activity","molecular_function"
"GO:0010383","cell wall polysaccharide metabolic process","biological_process"
"GO:0033692","cellular polysaccharide biosynthetic process","biological_process"
"GO:0045489","pectin biosynthetic process","biological_process"
"GO:0003824","catalytic activity","molecular_function"
"GO:0012501","programmed cell death","biological_process"
"GO:0051252","regulation of RNA metabolic process","biological_process"
"GO:0009615","response to virus","biological_process"
"GO:0019899","enzyme binding","molecular_function"
"GO:0000725","recombinational repair","biological_process"
"GO:0006302","double-strand break repair","biological_process"
"GO:0000791","euchromatin","cellular_component"
"GO:0000795","synaptonemal complex","cellular_component"
"GO:0030870","Mre11 complex","cellular_component"
"GO:0004536","deoxyribonuclease activity","molecular_function"
"GO:0030145","manganese ion binding","molecular_function"
"GO:0000956","nuclear-transcribed mRNA catabolic process","biological_process"
"GO:0005688","U6 snRNP","cellular_component"
"GO:0005732","small nucleolar ribonucleoprotein complex","cellular_component"
"GO:0071004","U2-type prespliceosome","cellular_component"
"GO:0097526","spliceosomal tri-snRNP complex","cellular_component"
"GO:1990726","Lsm1-7-Pat1 complex","cellular_component"
"GO:1990189","peptide-serine-N-acetyltransferase activity","molecular_function"
"GO:1990190","peptide-glutamate-N-acetyltransferase activity","molecular_function"
"GO:0005813","centrosome","cellular_component"
"GO:0031415","NatA complex","cellular_component"
"GO:0017198","N-terminal peptidyl-serine acetylation","biological_process"
"GO:0018002","N-terminal peptidyl-glutamic acid acetylation","biological_process"
"GO:0010556","regulation of macromolecule biosynthetic process","biological_process"
"GO:0003951","NAD+ kinase activity","molecular_function"
"GO:0004143","diacylglycerol kinase activity","molecular_function"
"GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway","biological_process"
"GO:0005743","mitochondrial inner membrane","cellular_component"
"GO:0006099","tricarboxylic acid cycle","biological_process"
"GO:0001731","formation of translation preinitiation complex","biological_process"
"GO:0006446","regulation of translational initiation","biological_process"
"GO:0031369","translation initiation factor binding","molecular_function"
"GO:0016282","eukaryotic 43S preinitiation complex","cellular_component"
"GO:0033290","eukaryotic 48S preinitiation complex","cellular_component"
"GO:0048544","recognition of pollen","biological_process"
"GO:0034613","cellular protein localization","biological_process"
"GO:0004713","protein tyrosine kinase activity","molecular_function"
"GO:0007338","single fertilization","biological_process"
"GO:0009788","negative regulation of abscisic acid-activated signaling pathway","biological_process"
"GO:0010193","response to ozone","biological_process"
"GO:0010483","pollen tube reception","biological_process"
"GO:0030308","negative regulation of cell growth","biological_process"
"GO:0016324","apical plasma membrane","cellular_component"
"GO:0043680","filiform apparatus","cellular_component"
"GO:0060187","cell pole","cellular_component"
"GO:0015672","monovalent inorganic cation transport","biological_process"
"GO:0015172","acidic amino acid transmembrane transporter activity","molecular_function"
"GO:0015175","neutral amino acid transmembrane transporter activity","molecular_function"
"GO:0015293","symporter activity","molecular_function"
"GO:0017004","cytochrome complex assembly","biological_process"
"GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","biological_process"
"GO:0009056","catabolic process","biological_process"
"GO:0006730","one-carbon metabolic process","biological_process"
"GO:0034968","histone lysine methylation","biological_process"
"GO:0018024","histone-lysine N-methyltransferase activity","molecular_function"
"GO:0006275","regulation of DNA replication","biological_process"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","biological_process"
"GO:0010583","response to cyclopentenone","biological_process"
"GO:0042127","regulation of cell population proliferation","biological_process"
"GO:0003777","microtubule motor activity","molecular_function"
"GO:0030496","midbody","cellular_component"
"GO:0005992","trehalose biosynthetic process","biological_process"
"GO:0000055","ribosomal large subunit export from nucleus","biological_process"
"GO:0006406","mRNA export from nucleus","biological_process"
"GO:0006606","protein import into nucleus","biological_process"
"GO:0042273","ribosomal large subunit biogenesis","biological_process"
"GO:0044743","protein transmembrane import into intracellular organelle","biological_process"
"GO:0050662","coenzyme binding","molecular_function"
"GO:0008643","carbohydrate transport","biological_process"
"GO:0015695","organic cation transport","biological_process"
"GO:0015718","monocarboxylic acid transport","biological_process"
"GO:0015879","carnitine transport","biological_process"
"GO:0016036","cellular response to phosphate starvation","biological_process"
"GO:0019375","galactolipid biosynthetic process","biological_process"
"GO:0046482","para-aminobenzoic acid metabolic process","biological_process"
"GO:0070417","cellular response to cold","biological_process"
"GO:0008514","organic anion transmembrane transporter activity","molecular_function"
"GO:0015226","carnitine transmembrane transporter activity","molecular_function"
"GO:0016762","xyloglucan:xyloglucosyl transferase activity","molecular_function"
"GO:0010411","xyloglucan metabolic process","biological_process"
"GO:0000469","cleavage involved in rRNA processing","biological_process"
"GO:0003993","acid phosphatase activity","molecular_function"
"GO:0001046","core promoter sequence-specific DNA binding","molecular_function"
"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","molecular_function"
"GO:0010089","xylem development","biological_process"
"GO:0015439","ATPase-coupled heme transmembrane transporter activity","molecular_function"
"GO:0030288","outer membrane-bounded periplasmic space","cellular_component"
"GO:0015886","heme transport","biological_process"
"GO:0006284","base-excision repair","biological_process"
"GO:0044767",NA,NA
"GO:0009378","four-way junction helicase activity","molecular_function"
"GO:0043140",NA,NA
"GO:0009228","thiamine biosynthetic process","biological_process"
"GO:0009229","thiamine diphosphate biosynthetic process","biological_process"
"GO:0006473","protein acetylation","biological_process"
"GO:0044599","AP-5 adaptor complex","cellular_component"
"GO:0006171","cAMP biosynthetic process","biological_process"
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","biological_process"
"GO:0007190","activation of adenylate cyclase activity","biological_process"
"GO:0009124","nucleoside monophosphate biosynthetic process","biological_process"
"GO:0019933","cAMP-mediated signaling","biological_process"
"GO:0034404","nucleobase-containing small molecule biosynthetic process","biological_process"
"GO:0016570","histone modification","biological_process"
"GO:0009408","response to heat","biological_process"
"GO:0010431","seed maturation","biological_process"
"GO:0046322","negative regulation of fatty acid oxidation","biological_process"
"GO:1901562","response to paraquat","biological_process"
"GO:0036094","small molecule binding","molecular_function"
"GO:0000785","chromatin","cellular_component"
"GO:0032993","protein-DNA complex","cellular_component"
"GO:0010494","cytoplasmic stress granule","cellular_component"
"GO:0010603","regulation of cytoplasmic mRNA processing body assembly","biological_process"
"GO:0034063","stress granule assembly","biological_process"
"GO:0008143","poly(A) binding","molecular_function"
"GO:0003960","NADPH:quinone reductase activity","molecular_function"
"GO:0031396","regulation of protein ubiquitination","biological_process"
"GO:0022414","reproductive process","biological_process"
"GO:0000123","histone acetyltransferase complex","cellular_component"
"GO:0010074","maintenance of meristem identity","biological_process"
"GO:0031935","regulation of chromatin silencing","biological_process"
"GO:0080111","DNA demethylation","biological_process"
"GO:0009011","starch synthase activity","molecular_function"
"GO:0006542","glutamine biosynthetic process","biological_process"
"GO:0007049","cell cycle","biological_process"
"GO:0009399","nitrogen fixation","biological_process"
"GO:0004373","glycogen (starch) synthase activity","molecular_function"
"GO:2001070","starch binding","molecular_function"
"GO:0005978","glycogen biosynthetic process","biological_process"
"GO:0010021","amylopectin biosynthetic process","biological_process"
"GO:0009501","amyloplast","cellular_component"
"GO:0000421","autophagosome membrane","cellular_component"
"GO:0033110","Cvt vesicle membrane","cellular_component"
"GO:0006914","autophagy","biological_process"
"GO:0006995","cellular response to nitrogen starvation","biological_process"
"GO:0019776","Atg8 ligase activity","molecular_function"
"GO:0019779","Atg8 activating enzyme activity","molecular_function"
"GO:0004047","aminomethyltransferase activity","molecular_function"
"GO:0008483","transaminase activity","molecular_function"
"GO:0007389","pattern specification process","biological_process"
"GO:0009310","amine catabolic process","biological_process"
"GO:0009926","auxin polar transport","biological_process"
"GO:0010015","root morphogenesis","biological_process"
"GO:0040007","growth","biological_process"
"GO:0044106","cellular amine metabolic process","biological_process"
"GO:0030942","endoplasmic reticulum signal peptide binding","molecular_function"
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","biological_process"
"GO:0045900","negative regulation of translational elongation","biological_process"
"GO:0000041","transition metal ion transport","biological_process"
"GO:0009854","oxidative photosynthetic carbon pathway","biological_process"
"GO:0010109","regulation of photosynthesis","biological_process"
"GO:0019048","modulation by virus of host process","biological_process"
"GO:0008891","glycolate oxidase activity","molecular_function"
"GO:0052852","very-long-chain-(S)-2-hydroxy-acid oxidase activity","molecular_function"
"GO:0052853","long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity","molecular_function"
"GO:0052854","medium-chain-(S)-2-hydroxy-acid oxidase activity","molecular_function"
"GO:0010204",NA,NA
"GO:0005782","peroxisomal matrix","cellular_component"
"GO:0006732","coenzyme metabolic process","biological_process"
"GO:0055088","lipid homeostasis","biological_process"
"GO:0016569","covalent chromatin modification","biological_process"
"GO:0045931","positive regulation of mitotic cell cycle","biological_process"
"GO:0016746","transferase activity, transferring acyl groups","molecular_function"
"GO:0042393","histone binding","molecular_function"
"GO:0010107",NA,NA
"GO:0009674","potassium:sodium symporter activity","molecular_function"
"GO:0016757","transferase activity, transferring glycosyl groups","molecular_function"
"GO:0008559","ATPase-coupled xenobiotic transmembrane transporter activity","molecular_function"
"GO:0015446","ATPase-coupled arsenite transmembrane transporter activity","molecular_function"
"GO:0071992",NA,NA
"GO:1902417","(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity","molecular_function"
"GO:0006812","cation transport","biological_process"
"GO:0006855","drug transmembrane transport","biological_process"
"GO:0010035","response to inorganic substance","biological_process"
"GO:0015700","arsenite transport","biological_process"
"GO:0042908","xenobiotic transport","biological_process"
"GO:0046685","response to arsenic-containing substance","biological_process"
"GO:0071994","phytochelatin transmembrane transport","biological_process"
"GO:1902418","(+)-abscisic acid D-glucopyranosyl ester transmembrane transport","biological_process"
"GO:0051087","chaperone binding","molecular_function"
"GO:0004252","serine-type endopeptidase activity","molecular_function"
"GO:0043224","nuclear SCF ubiquitin ligase complex","cellular_component"
"GO:0009045","xylose isomerase activity","molecular_function"
"GO:0045184","establishment of protein localization","biological_process"
"GO:0051169","nuclear transport","biological_process"
"GO:0097305","response to alcohol","biological_process"
"GO:0009610","response to symbiotic fungus","biological_process"
"GO:0030162","regulation of proteolysis","biological_process"
"GO:0042787",NA,NA
"GO:0019005","SCF ubiquitin ligase complex","cellular_component"
"GO:0009415","response to water","biological_process"
"GO:0006898","receptor-mediated endocytosis","biological_process"
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","biological_process"
"GO:0008544","epidermis development","biological_process"
"GO:0010359","regulation of anion channel activity","biological_process"
"GO:0052544","defense response by callose deposition in cell wall","biological_process"
"GO:1901576","organic substance biosynthetic process","biological_process"
"GO:0003978","UDP-glucose 4-epimerase activity","molecular_function"
"GO:0050373","UDP-arabinose 4-epimerase activity","molecular_function"
"GO:0006012","galactose metabolic process","biological_process"
"GO:0009225","nucleotide-sugar metabolic process","biological_process"
"GO:0019567","arabinose biosynthetic process","biological_process"
"GO:0052542","defense response by callose deposition","biological_process"
"GO:0004784","superoxide dismutase activity","molecular_function"
"GO:0045735","nutrient reservoir activity","molecular_function"
"GO:0031012","extracellular matrix","cellular_component"
"GO:0033609","oxalate metabolic process","biological_process"
"GO:0000105","histidine biosynthetic process","biological_process"
"GO:0004424","imidazoleglycerol-phosphate dehydratase activity","molecular_function"
"GO:0055086","nucleobase-containing small molecule metabolic process","biological_process"
"GO:0044282","small molecule catabolic process","biological_process"
"GO:0000381","regulation of alternative mRNA splicing, via spliceosome","biological_process"
"GO:0006727","ommochrome biosynthetic process","biological_process"
"GO:0007040","lysosome organization","biological_process"
"GO:0007269","neurotransmitter secretion","biological_process"
"GO:0008340","determination of adult lifespan","biological_process"
"GO:0016183","synaptic vesicle coating","biological_process"
"GO:0008021","synaptic vesicle","cellular_component"
"GO:0030131","clathrin adaptor complex","cellular_component"
"GO:0030665","clathrin-coated vesicle membrane","cellular_component"
"GO:0002699","positive regulation of immune effector process","biological_process"
"GO:0003887","DNA-directed DNA polymerase activity","molecular_function"
"GO:0006352","DNA-templated transcription, initiation","biological_process"
"GO:0048699","generation of neurons","biological_process"
"GO:0005741","mitochondrial outer membrane","cellular_component"
"GO:0035197","siRNA binding","molecular_function"
"GO:0005731","nucleolus organizer region","cellular_component"
"GO:0007140","male meiotic nuclear division","biological_process"
"GO:0007143","female meiotic nuclear division","biological_process"
"GO:0010050","vegetative phase change","biological_process"
"GO:0010599","production of lsiRNA involved in RNA interference","biological_process"
"GO:0033169","histone H3-K9 demethylation","biological_process"
"GO:0035195","gene silencing by miRNA","biological_process"
"GO:0040034","regulation of development, heterochronic","biological_process"
"GO:0045596","negative regulation of cell differentiation","biological_process"
"GO:0048864","stem cell development","biological_process"
"GO:0000373","Group II intron splicing","biological_process"
"GO:0015979","photosynthesis","biological_process"
"GO:0004719","protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","molecular_function"
"GO:0006479","protein methylation","biological_process"
"GO:0030091","protein repair","biological_process"
"GO:0008970","phospholipase A1 activity","molecular_function"
"GO:0052739","phosphatidylserine 1-acylhydrolase activity","molecular_function"
"GO:0052740","1-acyl-2-lysophosphatidylserine acylhydrolase activity","molecular_function"
"GO:0031227","intrinsic component of endoplasmic reticulum membrane","cellular_component"
"GO:0031300","intrinsic component of organelle membrane","cellular_component"
"GO:0006505","GPI anchor metabolic process","biological_process"
"GO:0009395","phospholipid catabolic process","biological_process"
"GO:0006480","N-terminal protein amino acid methylation","biological_process"
"GO:0031519","PcG protein complex","cellular_component"
"GO:0016741","transferase activity, transferring one-carbon groups","molecular_function"
"GO:0004015","adenosylmethionine-8-amino-7-oxononanoate transaminase activity","molecular_function"
"GO:0034387","4-aminobutyrate:pyruvate transaminase activity","molecular_function"
"GO:0050897","cobalt ion binding","molecular_function"
"GO:0006020","inositol metabolic process","biological_process"
"GO:0006540","glutamate decarboxylation to succinate","biological_process"
"GO:0009450","gamma-aminobutyric acid catabolic process","biological_process"
"GO:0009865","pollen tube adhesion","biological_process"
"GO:0010183","pollen tube guidance","biological_process"
"GO:0016337",NA,NA
"GO:0019484","beta-alanine catabolic process","biological_process"
"GO:0019626","short-chain fatty acid catabolic process","biological_process"
"GO:0034660","ncRNA metabolic process","biological_process"
"GO:0003886","DNA (cytosine-5-)-methyltransferase activity","molecular_function"
"GO:0010069","zygote asymmetric cytokinesis in embryo sac","biological_process"
"GO:0010216","maintenance of DNA methylation","biological_process"
"GO:0010425","DNA methylation on cytosine within a CNG sequence","biological_process"
"GO:0051726","regulation of cell cycle","biological_process"
"GO:0090116","C-5 methylation of cytosine","biological_process"
"GO:0008670","2,4-dienoyl-CoA reductase (NADPH) activity","molecular_function"
"GO:0008709","cholate 7-alpha-dehydrogenase activity","molecular_function"
"GO:0003937","IMP cyclohydrolase activity","molecular_function"
"GO:0004643","phosphoribosylaminoimidazolecarboxamide formyltransferase activity","molecular_function"
"GO:0009152","purine ribonucleotide biosynthetic process","biological_process"
"GO:0000178","exosome (RNase complex)","cellular_component"
"GO:0017091","AU-rich element binding","molecular_function"
"GO:0044265","cellular macromolecule catabolic process","biological_process"
"GO:0003977","UDP-N-acetylglucosamine diphosphorylase activity","molecular_function"
"GO:0003983","UTP:glucose-1-phosphate uridylyltransferase activity","molecular_function"
"GO:0052630","UDP-N-acetylgalactosamine diphosphorylase activity","molecular_function"
"GO:0006011","UDP-glucose metabolic process","biological_process"
"GO:0006045","N-acetylglucosamine biosynthetic process","biological_process"
"GO:0006048","UDP-N-acetylglucosamine biosynthetic process","biological_process"
"GO:0009117","nucleotide metabolic process","biological_process"
"GO:0019276","UDP-N-acetylgalactosamine metabolic process","biological_process"
"GO:0007548","sex differentiation","biological_process"
"GO:0019221","cytokine-mediated signaling pathway","biological_process"
"GO:2000327","positive regulation of nuclear receptor transcription coactivator activity","biological_process"
"GO:0004324","ferredoxin-NADP+ reductase activity","molecular_function"
"GO:0008528","G protein-coupled peptide receptor activity","molecular_function"
"GO:0042277","peptide binding","molecular_function"
"GO:0042562","hormone binding","molecular_function"
"GO:0004650","polygalacturonase activity","molecular_function"
"GO:0016829","lyase activity","molecular_function"
"GO:0009556","microsporogenesis","biological_process"
"GO:0010584","pollen exine formation","biological_process"
"GO:0005385","zinc ion transmembrane transporter activity","molecular_function"
"GO:0031410","cytoplasmic vesicle","cellular_component"
"GO:0006826","iron ion transport","biological_process"
"GO:0010106","cellular response to iron ion starvation","biological_process"
"GO:0071577","zinc ion transmembrane transport","biological_process"
"GO:0012507","ER to Golgi transport vesicle membrane","cellular_component"
"GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane","cellular_component"
"GO:0070072","vacuolar proton-transporting V-type ATPase complex assembly","biological_process"
"GO:0010019","chloroplast-nucleus signaling pathway","biological_process"
"GO:0031930","mitochondria-nucleus signaling pathway","biological_process"
"GO:0009809","lignin biosynthetic process","biological_process"
"GO:0018456","aryl-alcohol dehydrogenase (NAD+) activity","molecular_function"
"GO:0045551","cinnamyl-alcohol dehydrogenase activity","molecular_function"
"GO:0046029","mannitol dehydrogenase activity","molecular_function"
"GO:0052747","sinapyl alcohol dehydrogenase activity","molecular_function"
"GO:0016779","nucleotidyltransferase activity","molecular_function"
"GO:0009899","ent-kaurene synthase activity","molecular_function"
"GO:0009686","gibberellin biosynthetic process","biological_process"
"GO:0032787","monocarboxylic acid metabolic process","biological_process"
"GO:0006418","tRNA aminoacylation for protein translation","biological_process"
"GO:0006913","nucleocytoplasmic transport","biological_process"
"GO:0009123","nucleoside monophosphate metabolic process","biological_process"
"GO:0050804","modulation of chemical synaptic transmission","biological_process"
"GO:0050877","nervous system process","biological_process"
"GO:0060271","cilium assembly","biological_process"
"GO:0010025","wax biosynthetic process","biological_process"
"GO:0042761","very long-chain fatty acid biosynthetic process","biological_process"
"GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","molecular_function"
"GO:0022613","ribonucleoprotein complex biogenesis","biological_process"
"GO:0030488","tRNA methylation","biological_process"
"GO:0031515","tRNA (m1A) methyltransferase complex","cellular_component"
"GO:0016429","tRNA (adenine-N1-)-methyltransferase activity","molecular_function"
"GO:0010105","negative regulation of ethylene-activated signaling pathway","biological_process"
"GO:0010182","sugar mediated signaling pathway","biological_process"
"GO:0071281","cellular response to iron ion","biological_process"
"GO:2000035","regulation of stem cell division","biological_process"
"GO:2000069","regulation of post-embryonic root development","biological_process"
"GO:0004712","protein serine/threonine/tyrosine kinase activity","molecular_function"
"GO:0004109","coproporphyrinogen oxidase activity","molecular_function"
"GO:0006782","protoporphyrinogen IX biosynthetic process","biological_process"
"GO:0042541","hemoglobin biosynthetic process","biological_process"
"GO:0009269","response to desiccation","biological_process"
"GO:0070006","metalloaminopeptidase activity","molecular_function"
"GO:0070084","protein initiator methionine removal","biological_process"
"GO:0071495","cellular response to endogenous stimulus","biological_process"
"GO:0050403","trans-zeatin O-beta-D-glucosyltransferase activity","molecular_function"
"GO:0050502","cis-zeatin O-beta-D-glucosyltransferase activity","molecular_function"
"GO:0005673","transcription factor TFIIE complex","cellular_component"
"GO:0008444","CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity","molecular_function"
"GO:0010161","red light signaling pathway","biological_process"
"GO:0010252","auxin homeostasis","biological_process"
"GO:0047172","shikimate O-hydroxycinnamoyltransferase activity","molecular_function"
"GO:0047205","quinate O-hydroxycinnamoyltransferase activity","molecular_function"
"GO:0010053","root epidermal cell differentiation","biological_process"
"GO:0006760","folic acid-containing compound metabolic process","biological_process"
"GO:0008540","proteasome regulatory particle, base subcomplex","cellular_component"
"GO:0034515","proteasome storage granule","cellular_component"
"GO:0030234","enzyme regulator activity","molecular_function"
"GO:0042176","regulation of protein catabolic process","biological_process"
"GO:0004222","metalloendopeptidase activity","molecular_function"
"GO:0004335","galactokinase activity","molecular_function"
"GO:0005534","galactose binding","molecular_function"
"GO:0047912","galacturonokinase activity","molecular_function"
"GO:0046396","D-galacturonate metabolic process","biological_process"
"GO:0046835","carbohydrate phosphorylation","biological_process"
"GO:0035725","sodium ion transmembrane transport","biological_process"
"GO:0015081","sodium ion transmembrane transporter activity","molecular_function"
"GO:0009346","citrate lyase complex","cellular_component"
"GO:0046912","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer","molecular_function"
"GO:0008375","acetylglucosaminyltransferase activity","molecular_function"
"GO:0031167","rRNA methylation","biological_process"
"GO:0070038","rRNA (pseudouridine-N3-)-methyltransferase activity","molecular_function"
"GO:0001817","regulation of cytokine production","biological_process"
"GO:0002700","regulation of production of molecular mediator of immune response","biological_process"
"GO:0007249","I-kappaB kinase/NF-kappaB signaling","biological_process"
"GO:0010604","positive regulation of macromolecule metabolic process","biological_process"
"GO:0036503","ERAD pathway","biological_process"
"GO:0043068","positive regulation of programmed cell death","biological_process"
"GO:0051240","positive regulation of multicellular organismal process","biological_process"
"GO:0051347","positive regulation of transferase activity","biological_process"
"GO:0004571","mannosyl-oligosaccharide 1,2-alpha-mannosidase activity","molecular_function"
"GO:0006491","N-glycan processing","biological_process"
"GO:0000012","single strand break repair","biological_process"
"GO:0006273","lagging strand elongation","biological_process"
"GO:0006297","nucleotide-excision repair, DNA gap filling","biological_process"
"GO:0006303","double-strand break repair via nonhomologous end joining","biological_process"
"GO:0010165","response to X-ray","biological_process"
"GO:0043524","negative regulation of neuron apoptotic process","biological_process"
"GO:0048146","positive regulation of fibroblast proliferation","biological_process"
"GO:0051102","DNA ligation involved in DNA recombination","biological_process"
"GO:0051103","DNA ligation involved in DNA repair","biological_process"
"GO:0051402","neuron apoptotic process","biological_process"
"GO:0071897","DNA biosynthetic process","biological_process"
"GO:0000793","condensed chromosome","cellular_component"
"GO:0005925","focal adhesion","cellular_component"
"GO:0005958","DNA-dependent protein kinase-DNA ligase 4 complex","cellular_component"
"GO:0032807","DNA ligase IV complex","cellular_component"
"GO:0003910","DNA ligase (ATP) activity","molecular_function"
"GO:0008022","protein C-terminus binding","molecular_function"
"GO:0010338","leaf formation","biological_process"
"GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process"
"GO:0048281","inflorescence morphogenesis","biological_process"
"GO:0031418","L-ascorbic acid binding","molecular_function"
"GO:0004016","adenylate cyclase activity","molecular_function"
"GO:0004721","phosphoprotein phosphatase activity","molecular_function"
"GO:0052652","cyclic purine nucleotide metabolic process","biological_process"
"GO:0004725","protein tyrosine phosphatase activity","molecular_function"
"GO:0035335","peptidyl-tyrosine dephosphorylation","biological_process"
"GO:0006325","chromatin organization","biological_process"
"GO:0005759","mitochondrial matrix","cellular_component"
"GO:0006986","response to unfolded protein","biological_process"
